ID,Order ID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,ProductID,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit
11,262a5d21-bbe4-493b-9bed-25b5084760fe,2022-03-17,2022-10-18,Second Class,995278,Rebecca Allen,Home Office,British Indian Ocean Territory (Chagos Archipelago),New Cindymouth,North Dakota,91420,West,b1ec7900-bd32-4dcf-9b8a-a382eb4458e8,Furniture,Copiers,Secured human-resource attitude,982.53,3,0.11,41.85
12,dce4083f-8ec6-4115-8946-7d5ea81f451d,2021-08-20,2021-09-13,First Class,480743,Sean Jordan,Home Office,Puerto Rico,West Jenniferchester,Mississippi,55319,South,1a558d78-fff7-4c7f-bbe7-795d41921b44,Office Supplies,Phones,Operative bandwidth-monitored matrix,583.99,4,0.21,63.71
13,c943ff0c-14db-4317-b04a-8f8d89fc6f11,2021-09-13,2022-09-27,Same Day,736112,Susan Jordan,Consumer,Ecuador,Cervanteschester,Mississippi,18501,South,9668ce70-0ca1-489e-9342-4c04cfefa7a0,Furniture,Tables,Cross-group bifurcated parallelism,646.49,5,0.1,30.94
14,67a94fd2-c442-4be2-8a38-e81952dddd02,2021-10-16,2022-08-03,First Class,336669,Michael Estes,Home Office,Tonga,West Jasonfort,Michigan,72225,North,c474e189-f621-41fb-be37-9ad673302044,Technology,Tables,Public-key multi-tasking open system,137.14,6,0.47,92.3
15,4f632485-6152-444a-91fa-a20c9f996ffd,2021-09-27,2022-03-02,Standard Class,520067,Alyssa Garcia,Corporate,Guatemala,Watersland,Pennsylvania,17258,North,a4a9b661-cb6e-4182-bc12-ae442c2f8ca7,Office Supplies,Accessories,Upgradable user-facing definition,706.39,10,0.22,58.25
16,ee40b63c-53e9-49e8-a305-69ca5270f7d5,2022-11-19,2022-02-10,Same Day,555046,Stephanie Stokes,Corporate,Jersey,Bondfort,Indiana,02276,South,261d67ed-c77a-4b81-b855-cc8642d07373,Office Supplies,Bookcases,Business-focused logistical instruction set,157.02,7,0.22,67.78
17,70001797-24b2-479f-8910-fd5d584dcf34,2022-02-13,2021-11-30,First Class,722119,Daniel Ramirez,Home Office,United Kingdom,Rebekahview,Oregon,98616,South,4f908415-b011-4f68-8b3c-67acb94fde81,Technology,Copiers,De-engineered national hardware,34.15,5,0.08,51.68
18,03c884e7-e5e0-4bfb-9c2f-2237cf95d8d2,2021-05-29,2022-04-17,First Class,334753,Samuel Ford,Consumer,Sierra Leone,Weeksstad,Nebraska,85108,South,79b5480a-8611-47e7-8883-536c508c5cb8,Furniture,Copiers,Exclusive multimedia contingency,874.66,3,0.45,2.33
19,d44a3d43-be04-457c-8c21-13423d03231f,2021-09-06,2023-04-01,Standard Class,586577,Pamela Adams,Corporate,Romania,North Donaldburgh,Rhode Island,71307,South,412979c4-8ff2-4a26-8392-bdc82ec96770,Technology,Phones,Digitized encompassing open system,841.28,1,0.03,39.8
20,89a56e9a-47b1-46a9-b4d2-a70f6f05e76a,2021-05-02,2022-10-08,Standard Class,801327,Jack House,Corporate,Mali,South Drewmouth,Montana,62106,North,82474d7b-342f-4709-abdc-c5b49b033997,Office Supplies,Phones,Digitized reciprocal structure,363.37,7,0.19,32.9
21,e1b058e8-6ce1-442a-a15e-f3706f083689,2022-01-09,2022-02-21,Second Class,144762,Joshua Cunningham,Corporate,Saint Pierre and Miquelon,East Johnland,Washington,56170,North,b7c23025-8f9e-4fe9-8a9a-2abdce388921,Office Supplies,Chairs,Adaptive 5thgeneration artificial intelligence,696.71,4,0.38,55.59
22,bf77eaa2-0f9c-4f7b-8375-36ec3cd788f1,2022-02-02,2022-02-09,First Class,703412,Phillip Mccann,Corporate,Morocco,Bakerport,New York,52782,South,1c91c52d-b0bb-453e-945e-2252c2ce5a55,Office Supplies,Copiers,Enhanced bifurcated orchestration,373.97,2,0.09,91.16
23,ea55da63-4b75-4f9c-b9a0-7da45b0b8e34,2021-10-08,2023-03-27,Second Class,887999,Emily Dixon,Corporate,Wallis and Futuna,North Sarahchester,Hawaii,51053,West,d859bef7-dbe3-492c-b9bd-70f622fb8d47,Office Supplies,Accessories,Vision-oriented 24hour secured line,575.74,8,0.08,12.25
24,ac87f7d1-1f82-4552-a7bc-2a013937e042,2022-12-21,2021-09-04,First Class,852954,Michael Bryan,Consumer,Egypt,Barrerafurt,Oklahoma,75451,West,710e12ea-57d1-4c36-b203-2b7ee2dfa019,Technology,Copiers,Stand-alone mission-critical frame,919.13,2,0.27,55.66
25,73d900b3-dc3e-4721-b90e-1df570849406,2021-09-10,2022-11-14,Same Day,918485,Christopher Harris,Consumer,Denmark,Leeview,West Virginia,75866,North,8a937230-2783-42f4-a687-0cf6b623e4e4,Furniture,Copiers,Enhanced bi-directional database,58.7,4,0.47,92.78
26,c5645fd4-7664-4496-9d47-11bafc9f90ed,2021-06-06,2023-04-04,Second Class,246974,Michelle Miles,Corporate,Moldova,West Christineton,Florida,80340,South,e03c6b9a-c69e-4af1-9bc0-f8d26ffcef14,Furniture,Phones,Open-source zero-defect emulation,826.98,9,0.09,19.25
27,00e00083-6c97-45cd-b222-94db48bccd4a,2021-11-03,2022-08-02,First Class,640515,Andrea Owen,Corporate,Norfolk Island,East Catherine,Ohio,99902,West,340acd9e-c6c7-4fc8-b516-41890b216913,Furniture,Tables,Configurable stable success,54.81,1,0.08,71.41
28,c58b44b8-b87c-4b96-8cde-2f39fbbd7686,2023-02-14,2021-07-01,Standard Class,839752,Susan Sims,Corporate,Cuba,West Jamieton,Delaware,20598,North,ab64dc48-d837-408c-81c3-dba1cf664edb,Technology,Bookcases,Open-architected transitional middleware,482.02,1,0.19,68.4
29,d15130d5-4197-47a0-88a8-c7a99fe45ac7,2022-06-26,2021-08-08,Second Class,416648,Joshua Robinson,Home Office,Afghanistan,Lake Veronicaport,Michigan,43391,South,5bc000a3-e38f-4b2c-a014-b62020d65564,Office Supplies,Tables,Profound composite superstructure,507.82,9,0.23,96.86
30,7262263c-d1b2-4667-b4a5-12681a1bbc86,2021-11-06,2021-09-28,Same Day,555879,Carrie Burch,Corporate,Kuwait,East Johnland,New Mexico,76483,West,8f719c92-892c-41f4-86b6-00cad1f82cc8,Furniture,Storage,Customer-focused high-level access,177.75,4,0.32,13.73
31,7345b474-87e6-4438-a331-fdf62251bfd7,2023-01-31,2022-02-20,First Class,454697,Kimberly Burton,Home Office,Saint Kitts and Nevis,Port Kerri,Rhode Island,17344,South,48396bc9-cca8-40df-a500-7ff50ba544d8,Office Supplies,Bookcases,Optional bandwidth-monitored core,219.32,2,0.39,56.96
32,b523515f-a3c1-4bd0-ae40-0e6240866c13,2021-10-29,2022-07-25,Standard Class,423153,Craig Johnson,Corporate,Togo,Smithview,Pennsylvania,26225,North,374ae34e-5f2e-43a1-999c-41f7f46519e9,Furniture,Tables,User-friendly tertiary Graphic Interface,647.73,7,0.2,54.78
33,66ab199d-6a0a-4617-a9b8-9f8a324758f8,2022-07-26,2023-04-13,Same Day,945200,Ashley Baker,Consumer,Sweden,East Julieton,Montana,21695,South,6b6e4468-ecc5-4421-837f-53b564c77f48,Furniture,Chairs,Automated needs-based budgetary management,82.52,7,0.32,71.25
34,91441047-b23f-4803-8feb-3f0794c19288,2022-03-23,2022-08-09,Standard Class,202660,Rodney Macias,Home Office,Zimbabwe,Lake Rachelport,Iowa,68998,North,d664f68a-6641-4d19-aa9c-e6a6703712c1,Furniture,Storage,Phased leadingedge core,239.89,3,0.27,4.22
35,bd537f34-48ba-4407-bbac-268aa54ce018,2021-12-13,2023-03-31,Same Day,867189,Becky Wilson,Consumer,Angola,Wagnerville,Maine,44721,South,d41bc4da-bf0a-409c-b8e1-30df365500af,Technology,Tables,Networked heuristic moderator,362.53,6,0.39,53.09
36,67896dc6-bb50-4510-a5e1-fdb2c044d5b4,2021-08-28,2023-03-13,First Class,658332,Kaitlin Robinson,Consumer,Cuba,Bauerborough,Georgia,36384,North,485e83c6-1f63-4a33-b509-b95846a6db39,Furniture,Accessories,Vision-oriented holistic focus group,636.29,9,0.46,45.45
37,0d062fe0-a424-4ec6-adf0-3b19a50f1f39,2022-06-07,2023-03-21,Second Class,109557,Mr. Oscar Greer,Corporate,Lao People's Democratic Republic,New Gina,Utah,84566,South,fb5a38a9-f258-4c4a-a464-5843eb7e5a5f,Furniture,Bookcases,Quality-focused intermediate database,428.58,6,0.27,72.95
38,14aacf15-8b0d-4b11-a101-68c1e738d032,2022-12-02,2022-02-13,Second Class,496930,Ronald Reynolds,Corporate,Madagascar,Markview,Florida,76000,West,7ac3c0ca-7ac2-4f77-b1d4-97bfc5587bfb,Furniture,Accessories,Synergized heuristic service-desk,31.34,6,0.26,15.74
39,d3306042-f43b-4112-bac5-4e1800af762f,2022-07-22,2022-08-10,Standard Class,944439,Daniel Hunt,Corporate,Indonesia,South Cole,Massachusetts,81616,West,8266db83-8029-464f-ba45-22f4bc51d7d7,Office Supplies,Tables,Innovative solution-oriented portal,795.65,10,0.32,31.89
40,3261c473-632a-448d-8248-7702b0928d73,2023-02-03,2021-07-18,First Class,548873,Drew Sampson,Home Office,Burkina Faso,West Dale,Oklahoma,31877,West,7d60ebf4-b5c2-4a0b-aa3a-75acbb54a585,Furniture,Tables,Face-to-face secondary initiative,7.0,8,0.21,2.09
41,615effdf-b154-4c7a-aed4-357169ba531f,2022-04-03,2021-04-27,Second Class,843035,Savannah Zamora,Consumer,Kenya,West Noah,New Jersey,07991,West,078dfa1f-3683-4210-8b4e-685d7301e2f9,Technology,Bookcases,Programmable content-based model,466.86,7,0.02,29.31
42,7a8deb74-70cf-4f2d-9062-4f47adb4c154,2021-09-03,2021-06-07,First Class,288683,Cynthia Osborne,Consumer,Saint Barthelemy,North Brucebury,Illinois,63618,North,c5be80dd-c9d4-4913-8b4b-5db60c217d97,Furniture,Bookcases,Stand-alone motivating paradigm,284.25,2,0.37,7.76
43,ed7175d4-d879-44df-b2e3-8c08d6858f33,2021-05-27,2023-04-21,Standard Class,979358,Mark Clark,Corporate,Turkmenistan,East Carlosside,New Jersey,49881,South,53d9d1e0-73e9-4303-8b63-3488ac74b2dd,Office Supplies,Storage,Devolved attitude-oriented framework,979.92,4,0.33,88.98
44,6f7aa493-efde-4eb4-8bf9-ef3c0457a938,2022-11-03,2021-10-24,Same Day,925549,Rachel Lewis,Consumer,Ghana,West Ryanton,Florida,71623,South,9e551517-dc51-43fd-94a3-dde7f63a8081,Technology,Copiers,Inverse fresh-thinking monitoring,241.25,3,0.4,39.94
45,9c396be0-de34-4622-a4d6-0e4bad6725eb,2021-11-16,2021-04-27,Same Day,772367,Lisa Lambert,Consumer,Serbia,Vickiberg,Alabama,60680,East,581c70d4-4440-4809-ab3f-62beffb92661,Office Supplies,Accessories,Customer-focused asymmetric conglomeration,331.8,9,0.44,57.11
46,bf9cc550-c3d1-424c-af60-fd8eb0fff2e2,2022-03-29,2023-01-03,Second Class,975034,Brenda Stewart,Consumer,Samoa,Thomaschester,New Jersey,06784,South,0e1d52d9-6f03-439b-ae98-9d73e1267de4,Office Supplies,Storage,Open-architected radical intranet,146.63,2,0.27,16.45
47,582b3234-d4ca-4022-97d9-b383dac6b3a2,2023-04-23,2021-12-02,Second Class,176592,Robert Bell,Consumer,Lithuania,Jennyland,Nevada,78080,West,fe5c2ff0-1abb-43b4-8fc7-7e6111fac7fe,Office Supplies,Storage,Multi-lateral disintermediate matrices,857.08,4,0.46,47.72
48,cc61fda1-3293-4d3f-a235-44152ee5f989,2022-03-19,2022-01-14,First Class,836242,Brittany Taylor,Corporate,Nigeria,Dunnside,West Virginia,50502,East,e468e7fa-903c-439c-9f34-922abc85d0ec,Technology,Phones,Re-engineered motivating hardware,36.98,2,0.19,50.02
49,5365c3c6-6d7b-4036-989a-5c077584280c,2021-11-30,2023-04-07,Second Class,512241,David Baker,Home Office,Palestinian Territory,Lake Emilyshire,New Jersey,42070,East,f0ad5359-7467-488f-ba10-f663c2ea325c,Furniture,Bookcases,Open-architected zero administration portal,679.98,9,0.39,65.52
50,23081781-1f7c-4c2a-87c1-1b8dd6fde657,2023-02-28,2022-06-21,Same Day,790058,Michelle Carpenter,Corporate,Congo,Aarontown,Georgia,48356,West,7037d8b4-ba51-4da9-acbb-b43f07c648fa,Furniture,Bookcases,Synergistic discrete moratorium,549.6,4,0.41,27.0
51,be3307a9-289f-497b-b019-32b757dbda91,2023-04-21,2022-12-13,Same Day,121565,Deborah Fernandez,Home Office,Poland,Griffinmouth,Ohio,54408,East,ad1a3e20-f083-41d6-8777-66c709de7bef,Technology,Tables,Reactive modular framework,109.92,4,0.05,3.89
52,f3e6336b-06ec-4f7f-9d02-732aaddad7f8,2021-12-02,2022-10-12,First Class,635792,Rebecca Woodard,Consumer,Bolivia,Christopherchester,Montana,20745,North,a2187334-554a-49c0-97ea-3b06d9b8d29a,Technology,Tables,Optional global migration,363.99,9,0.02,80.81
53,d72a911c-dc75-4cfc-86ef-00bd45e28b77,2022-10-03,2022-11-27,Second Class,405544,Sarah Thomas,Consumer,Nigeria,Nelsonshire,Delaware,63406,West,95490818-3adc-455d-8b23-79ad17c8fe25,Technology,Copiers,Assimilated 24hour adapter,69.22,10,0.06,76.01
54,6c0289ae-7a9a-40b3-b6b2-02bd243aa7dd,2022-11-27,2022-06-18,Standard Class,885560,Gary Lopez,Consumer,Cambodia,Lake Steven,Alaska,71271,East,bdda3120-98ed-4e32-b6a6-97bca818a57d,Office Supplies,Chairs,Configurable uniform orchestration,616.39,2,0.4,46.92
55,f6d5a144-9981-4b2a-8d98-377199e0b24e,2021-12-16,2022-12-12,Standard Class,518772,Steven Bowman,Home Office,Syrian Arab Republic,Mistychester,Washington,67440,South,79dae7ea-be2c-4eb2-86e8-8e147251f407,Technology,Accessories,Multi-channeled non-volatile interface,649.33,7,0.26,72.4
56,7a7c41d4-7f84-4a97-ba90-5598bd7b9726,2022-05-03,2023-03-05,Same Day,163618,Connie Riley,Consumer,Congo,New Leslie,Nevada,07653,West,101f7c89-89ab-4b2a-a014-51d6bbc42c82,Office Supplies,Phones,Adaptive client-driven alliance,833.08,7,0.03,92.72
57,bf0029a0-81ff-45f1-876c-1e4a7e65e408,2021-08-04,2022-02-11,Standard Class,275003,Tami Watson,Home Office,Kyrgyz Republic,North James,Wyoming,33924,East,0e2629aa-5d1d-4940-ae40-c8da658d9551,Technology,Bookcases,Proactive systemic model,274.27,10,0.4,43.92
58,d3e9741d-a74d-40f2-b5fd-c05cf31478e7,2021-10-08,2021-11-10,Second Class,458761,Jennifer Burke,Corporate,Saint Lucia,Tonyaberg,California,13594,North,52005b71-8581-49e9-95ed-61583b15630e,Office Supplies,Accessories,Sharable attitude-oriented ability,427.89,9,0.04,91.07
59,a795f07c-392f-4e87-8f57-32074a637c56,2022-05-24,2021-12-11,Standard Class,401456,Jennifer Hale,Consumer,Dominican Republic,Scottfort,Iowa,76190,South,bd2ec575-2a7e-48af-987e-f2bff95db504,Furniture,Accessories,Synergized dynamic groupware,637.3,10,0.05,54.96
60,1904acdc-efb8-441d-904d-5ef7569b950f,2022-01-06,2021-06-18,Second Class,216570,Melissa Young MD,Consumer,Equatorial Guinea,Howardmouth,Massachusetts,28988,North,452124a8-555b-4f04-948d-ae41fda1eae0,Office Supplies,Accessories,Inverse attitude-oriented approach,780.45,2,0.44,84.32
61,74d2d3fb-3e7e-4c5b-ad3b-ca552a6daccc,2022-10-23,2021-07-24,Second Class,798684,Mary Martinez,Home Office,China,North Zacharybury,South Dakota,59427,East,4f6075f7-c2c1-4c6f-9aa5-4d4c78a916bb,Technology,Accessories,Implemented eco-centric superstructure,805.46,8,0.18,77.2
62,7408870c-7603-4dd0-ba04-5bc3b97f0540,2021-12-15,2023-02-04,Same Day,656349,Joshua Roberts,Consumer,Indonesia,Hernandezbury,North Dakota,90197,South,d3aaf05c-63c8-40f7-bfb6-c99398f230ed,Furniture,Phones,Exclusive reciprocal neural-net,50.55,4,0.19,58.45
63,699347ee-5042-4090-9eb8-97103f68d05d,2021-09-23,2021-10-01,First Class,299112,Lindsey Ingram,Home Office,Gibraltar,Lopezside,New York,15170,South,80961cd7-4e30-4adb-b0e1-0cf695ff497b,Furniture,Phones,Distributed disintermediate complexity,649.35,4,0.03,36.0
64,a80341b2-55ed-4c20-aeff-029ace99454e,2021-09-30,2021-11-10,Same Day,156637,Angel Shields,Home Office,Ukraine,Shannonborough,Ohio,63432,South,fce85d07-3587-487f-b16f-131f7b301af4,Office Supplies,Copiers,Configurable holistic knowledge user,320.62,1,0.12,13.83
65,4ce2f18b-e2f4-4c0e-8a36-52be9c566371,2023-04-03,2022-12-10,First Class,698758,Julie Harvey,Consumer,Pitcairn Islands,North Amanda,Tennessee,59359,East,3f8c9a5a-610c-4571-8db6-64e65deea85c,Technology,Tables,Open-source explicit archive,734.27,8,0.1,2.89
66,6e461e6c-4110-40b7-8bec-048800b68106,2023-04-24,2022-12-30,Same Day,597539,Brian Bennett,Home Office,Niue,Staceyport,Wyoming,52873,East,ba5f1104-0f64-4644-aab5-021a52c5ef0d,Office Supplies,Phones,Synchronized tertiary secured line,748.48,9,0.25,81.94
67,2737aa9f-e718-41f1-ad5a-543c08b5c00c,2021-11-06,2023-03-15,Same Day,802472,Charles Porter,Home Office,Guadeloupe,Port Tricialand,Montana,56078,East,f802c1e8-53c8-4c75-8e58-83cf0dfaa220,Furniture,Copiers,Quality-focused responsive firmware,913.32,1,0.22,54.3
68,02d77d2e-accb-4a7a-bfc8-a7ea1f241512,2023-04-06,2022-12-03,Standard Class,666762,Alex Williams,Home Office,Barbados,New Katherineport,Ohio,17473,East,0898d857-d843-4943-a0cf-ccf055264ce2,Office Supplies,Accessories,Progressive eco-centric superstructure,368.12,8,0.39,69.86
69,cca572b6-a848-492c-91d5-b530be93f2f0,2022-07-16,2023-04-21,Second Class,454603,Michael Morrison,Home Office,Lao People's Democratic Republic,Lake Keith,Alabama,34265,West,dbd08692-c49b-4cb1-9fc1-246ffd8b4680,Technology,Bookcases,Customer-focused exuding archive,970.01,1,0.23,19.61
70,d5eb717c-4198-4ffc-beea-c0fc95dd0741,2021-09-27,2022-10-11,Second Class,169475,Jose Ramos,Corporate,Kyrgyz Republic,Mannberg,Connecticut,30697,West,87d9af00-acbc-4ccd-a514-348eb486e357,Technology,Chairs,Secured encompassing framework,743.18,8,0.19,47.55
71,84314cf5-14ba-40aa-a0a5-f2f385ff3b5f,2021-08-28,2022-12-08,Standard Class,545600,Brandon Williams,Consumer,Guinea,Lake Danielle,Colorado,61995,West,d2a35e85-ebab-49dc-a3d6-b65232f0c11a,Technology,Bookcases,Open-source systemic functionalities,429.12,10,0.24,65.31
72,b416c36b-5153-41e4-9959-2a406190c4ae,2021-12-02,2023-03-21,Same Day,723888,Emily Rodriguez,Home Office,Falkland Islands (Malvinas),Pamelaland,Michigan,18652,North,fb053a89-c752-4c4e-afde-7dc03c987efe,Furniture,Tables,Multi-channeled zero tolerance hardware,29.97,10,0.09,47.58
73,2cd39363-2514-42aa-9dce-f60da7a37393,2023-01-28,2022-11-22,Same Day,549435,Heather Boone,Consumer,Tonga,Jacobshire,Illinois,91158,North,be2ffebb-ee3b-48d1-8bd0-05ad627bdce5,Office Supplies,Copiers,Ergonomic tertiary software,660.98,10,0.34,38.95
74,60b48511-4f48-4c53-9500-379a78040145,2021-05-16,2022-07-01,Standard Class,721182,Michael Odonnell,Corporate,Saint Vincent and the Grenadines,Grimesmouth,Missouri,46365,North,2bc37d46-ab65-432e-b1c6-31070123d81e,Technology,Tables,Synchronized needs-based benchmark,699.99,9,0.33,48.26
75,5bf19019-e224-4044-b02a-872e6762c2cd,2021-05-26,2022-01-11,Same Day,425537,Lisa Simpson,Home Office,Sierra Leone,New Maria,South Carolina,29648,South,fff835d4-7e5f-4c82-858d-1a765a802e94,Office Supplies,Tables,Horizontal executive pricing structure,582.96,3,0.44,93.69
76,5c1a3005-1535-472a-aa9b-03f0f6fc8b7c,2023-03-28,2021-09-19,Same Day,775001,Benjamin Flores,Corporate,Thailand,East Brianna,Washington,81631,North,eea984c1-ce13-4de5-a168-9f0e922c3f1a,Technology,Storage,Focused didactic collaboration,406.91,5,0.06,28.35
77,783ee5f6-5aaf-423d-91a1-7f12500217e6,2021-11-25,2022-01-31,First Class,533890,Justin Gordon,Consumer,Nigeria,East Angelamouth,Wisconsin,78038,North,8fc5af4c-308d-4024-86cd-8ceb5d2ff20e,Office Supplies,Storage,User-friendly cohesive conglomeration,920.29,2,0.38,16.27
78,871f6f14-9a5c-4270-bd5b-2f88ab56fec9,2022-09-21,2021-12-01,Same Day,936780,Thomas Hart,Home Office,Madagascar,Jaredview,Minnesota,07091,North,ab3ad9a1-7b99-4f26-b1fb-eb1381ab9ac9,Furniture,Copiers,Seamless radical policy,5.28,4,0.31,40.49
79,6196ccb0-51c7-4e22-8489-6e49d1dd7044,2021-11-01,2022-12-08,Same Day,694341,Tim Wise,Home Office,Eritrea,West Nicoleborough,Ohio,29048,West,7baa9536-9ec4-4ca8-94bf-690bb486c562,Technology,Tables,Pre-emptive well-modulated support,544.89,8,0.3,84.15
80,635905bc-c226-4f66-9c9a-424c329180c7,2022-01-28,2021-06-01,Second Class,289300,Melanie Dominguez,Home Office,Philippines,New Stevenmouth,South Carolina,61841,North,c88b51d7-18d5-44f6-98dd-d4b97f6a8e18,Furniture,Accessories,Enterprise-wide motivating utilization,952.04,10,0.29,81.23
81,af668d01-d598-4023-8718-be206b811694,2021-05-24,2022-04-01,Second Class,388759,Diane Maldonado,Corporate,Suriname,Amytown,Idaho,16648,North,42303c01-d2c6-49a6-bf3b-7ca12c32b430,Furniture,Copiers,Managed well-modulated secured line,88.84,4,0.32,24.44
82,80d745dc-2c4a-429a-b161-f3c86724b87d,2022-02-19,2022-06-16,Second Class,783336,Barbara Olson,Consumer,Zambia,North Davidberg,Indiana,12520,South,42c9d212-8496-4892-9996-688a6db8b94f,Technology,Phones,Advanced high-level product,608.9,4,0.05,69.28
83,d2cf0a24-344d-4e01-8a31-fbca3184bc46,2021-08-17,2021-08-08,First Class,310721,Suzanne Parker,Consumer,Bosnia and Herzegovina,Perezfort,Florida,99095,South,a0ce2eea-b904-478d-9cd8-9845b42f9ac6,Office Supplies,Chairs,Future-proofed explicit firmware,244.86,1,0.41,80.35
84,42dc4a0a-4360-4ff5-a9cb-b12a73509f11,2022-06-25,2022-01-18,Second Class,517488,Jennifer Taylor,Home Office,Kazakhstan,Lake Coreyfort,Tennessee,56418,South,77068fdb-47c3-4c07-ac30-74bdb0f43220,Office Supplies,Bookcases,Synergistic intermediate ability,942.22,6,0.39,4.23
85,d22b0789-ff54-40e7-863d-785f4d3ce58f,2021-06-27,2021-07-21,First Class,550067,Frederick Smith,Consumer,Denmark,North Ricardo,South Dakota,12415,East,4dcb53d9-2d92-4f40-9f4b-17cc0a237b10,Furniture,Tables,Monitored 3rdgeneration monitoring,397.02,2,0.07,80.51
86,fdbd713e-2db1-4c11-b247-bf9c53f65cb9,2022-11-09,2021-07-30,Second Class,566484,Zachary Riley,Consumer,Guam,Dannychester,Wisconsin,38359,South,c6493dde-fbb5-4e3a-9f1c-93cdbc4a75e8,Furniture,Tables,Intuitive intangible info-mediaries,316.65,10,0.47,99.53
87,f2e405c7-f1ee-4c11-8284-aa6b1ec12c0a,2021-11-19,2023-02-16,Second Class,961749,Kimberly Hall,Consumer,Nauru,North Christopherfort,Florida,59699,South,2ce34c47-e10b-4851-bf9d-d1a9aee1d81a,Furniture,Phones,Virtual national standardization,256.84,3,0.44,51.13
88,c9cb813e-e812-4a6f-bfa5-3656371c0a35,2021-05-27,2021-07-23,Standard Class,169474,Daniel Carlson,Corporate,Timor-Leste,East Andrea,Indiana,01710,West,4bdfc140-db68-459c-a815-70364e7f0b79,Furniture,Copiers,Synergized stable solution,831.26,10,0.38,28.92
89,c6583319-227e-4139-90c3-fe3b0b5b9113,2022-10-26,2022-07-30,First Class,103427,Lindsey Lewis,Home Office,Israel,Williamton,South Carolina,14118,North,3365fa1b-056b-410b-98ea-6247770031ee,Technology,Storage,Customizable heuristic time-frame,901.8,3,0.02,33.15
90,e429bdf7-d56c-44c5-982d-37a7652fb283,2021-09-16,2021-05-19,Second Class,631989,Alexander Thornton,Corporate,Kuwait,North Ashley,Tennessee,62048,South,37f7d0b2-813c-4bb7-a697-f2b0f1bc0748,Office Supplies,Copiers,Function-based impactful encoding,334.14,9,0.18,80.6
